module,type,name,res_id,src,value
project,selection,"report.project.task.user,priority",0,Low,低
project,field,"project.config.settings,group_time_work_estimation_tasks",0,Manage time estimation on tasks,Manage time estimation on tasks
project,view,project.project,project.view_project_project_filter,Manager,经理
project,model,"res.groups,name",project.group_project_manager,Manager,经理
project,view,project.project,project.view_project_project_filter,Member,会员
project,model,"project.task.type,name",project.project_tt_merge,Merge,合并
project,field,"project.project,message_ids",0,Messages,消息
project,field,"project.task,message_ids",0,Messages,消息
project,help,"project.project,message_ids",0,Messages and communication history,消息和通信历史
project,help,"project.task,message_ids",0,Messages and communication history,消息和通信历史
project,view,project.project,project.edit_project,Miscellaneous,杂项
project,view,project.task.history.cumulative,project.view_task_history_search,Month,月
project,view,project.task.history.cumulative,project.view_task_history_search,My Projects,My Projects
project,view,report.project.task.user,project.view_task_project_user_search,My Task,My Task
project,view,project.task,project.view_task_search_form,My Tasks,My Tasks
project,view,project.task.history.cumulative,project.view_task_history_search,My Tasks,My Tasks
project,field,"project.category,name",0,Name,名称
project,selection,"project.project,state",0,New,新建
project,view,project.task,project.view_task_search_form,New,新建
project,view,project.task.history.cumulative,project.view_task_history_search,New,新建
project,view,report.project.task.user,project.view_task_project_user_search,New,新建
project,view,project.project,project.view_project_project_filter,New Mail,新邮件
project,view,project.task,project.view_task_search_form,New Mail,新邮件
project,view,project.project,project.edit_project,New Project Based on Template,New Project Based on Template
project,view,project.task.delegate,project.view_project_task_delegate,New Task Description,New Task Description
project,field,"project.task.delegate,new_task_description",0,New Task Description,New Task Description
project,help,"project.task.delegate,state",0,New state of your own task. Pending will be reopened automatically when the delegated task is closed,New state of your own task. Pending will be reopened automatically when the delegated task is closed
project,help,"project.task.delegate,name",0,New title of the task delegated to the user,New title of the task delegated to the user
project,selection,"project.task,priority",0,Normal,普通
project,selection,"project.task.history,kanban_state",0,Normal,普通
project,selection,"project.task.history.cumulative,kanban_state",0,Normal,普通
project,selection,"report.project.task.user,priority",0,Normal,普通
project,field,"project.task,active",0,Not a Template Task,Not a Template Task
project,field,"project.task,notes",0,Notes,备注
project,help,"report.project.task.user,opening_days",0,Number of Days to Open the task,Number of Days to Open the task
project,help,"report.project.task.user,closing_days",0,Number of Days to close the task,Number of Days to close the task
project,field,"project.project,doc_count",0,Number of documents attached,Number of documents attached
project,view,project.project,project.view_project_project_filter,Open,打开
project,model,"ir.actions.client,name",project.action_client_project_menu,Open Project Menu,打开项目菜单
project,view,project.project,project.edit_project,Other Info,其它信息
project,field,"report.project.task.user,delay_endings_days",0,Overpassed Deadline,超越截止日期
project,model,"ir.actions.act_window,name",project.action_view_task_overpassed_draft,Overpassed Tasks,拖期任务
project,view,project.project,project.edit_project,Parent,上级科目
project,view,project.project,project.view_project,Parent,上级科目
project,view,project.project,project.view_project_project_filter,Parent,上级科目
project,view,project.task,project.view_task_form2,Parent Tasks,Parent Tasks
project,field,"project.task,parent_ids",0,Parent Tasks,Parent Tasks
project,model,"ir.model,name",project.model_res_partner,Partner,业务伙伴
project,view,project.project,project.edit_project,Pending,等待中
project,view,project.project,project.view_project_project_filter,Pending,等待中
project,selection,"project.project,state",0,Pending,等待中
project,selection,"project.task.delegate,state",0,Pending,等待中
project,help,"project.project,progress_rate",0,Percent of tasks closed according to the total of tasks todo.,Percent of tasks closed according to the total of tasks todo.
project,field,"project.task.delegate,planned_hours",0,Planned Hours,Planned Hours
project,field,"report.project.task.user,hours_planned",0,Planned Hours,Planned Hours
project,field,"project.project,planned_hours",0,Planned Time,Planned Time
project,field,"project.task.history,planned_hours",0,Planned Time,Planned Time
project,field,"project.task.history.cumulative,planned_hours",0,Planned Time,Planned Time
project,view,project.config.settings,project.view_config_settings,Planning,计划
project,code,addons/project/project.py,1236,Please delete the project linked with this account first.,Please delete the project linked with this account first.
project,field,"project.task,priority",0,Priority,优先级(0=紧急)
project,field,"report.project.task.user,priority",0,Priority,优先级(0=紧急)
project,field,"project.project,privacy_visibility",0,Privacy / Visibility,Privacy / Visibility
project,code,addons/project/project.py,202,Private project: followers Only,Private project: followers Only
project,field,"project.project,progress_rate",0,Progress,进度
project,field,"report.project.task.user,progress",0,Progress,进度
project,model,"ir.model,name",project.model_project_project,Project,项目
project,model,"ir.ui.menu,name",project.menu_project_management,Project,项目
project,view,project.project,project.edit_project,Project,项目
project,view,project.task,project.view_task_form2,Project,项目
project,view,project.task,project.view_task_search_form,Project,项目
project,field,"project.task,project_id",0,Project,项目
project,field,"project.task.delegate,project_id",0,Project,项目
project,view,project.task.history.cumulative,project.view_task_history_search,Project,项目
project,field,"project.task.history.cumulative,project_id",0,Project,项目
project,view,report.project.task.user,project.view_task_project_user_search,Project,项目
project,field,"report.project.task.user,project_id",0,Project,项目
project,model,"res.request.link,name",project.req_link_project,Project,项目
project,view,project.config.settings,project.view_config_settings,Project Management,项目管理
project,view,project.project,project.edit_project,Project Manager,项目主管
project,view,project.project,project.view_project,Project Manager,项目主管
project,view,project.project,project.view_project_project_filter,Project Manager,项目主管
project,field,"project.task,manager_id",0,Project Manager,项目主管
project,field,"project.project,members",0,Project Members,项目成员
project,view,project.project,project.edit_project,Project Name,项目名称
project,view,project.project,project.view_project,Project Name,项目名称
project,view,project.project,project.view_project_project_filter,Project Name,项目名称
project,view,project.project,project.view_project_kanban,Project Settings,项目设置
project,view,project.project,project.edit_project,Project Stages,Project Stages
project,model,"ir.actions.act_window,name",project.action_project_task_delegate,Project Task Delegate,任务分派
project,view,project.task.delegate,project.view_project_task_delegate,Project Task Delegate,任务分派
project,model,"ir.model,name",project.model_project_task_work,Project Task Work,任务进度
project,view,project.task,project.view_project_task_graph,Project Tasks,项目任务列表
project,view,project.task.history.cumulative,project.view_task_history_graph,Project Tasks,项目任务列表
project,field,"res.company,project_time_mode_id",0,Project Time Unit,项目时间单位
project,model,"res.request.link,name",project.req_link_task,Project task,项目任务
project,help,"project.project,members",0,Project's members are users who can have an access to the tasks related to this project.,项目成员是可以访问此项目的用户
project,model,"ir.actions.act_window,name",project.dblc_proj,Project's tasks,项目任务
project,code,addons/project/project.py,401,Projects,项目
project,model,"ir.actions.act_window,name",project.open_view_project_all,Projects,项目
project,model,"ir.ui.menu,name",project.menu_projects,Projects,项目
project,view,project.project,project.view_project,Projects,项目
project,view,project.project,project.view_project_project_gantt,Projects,项目
project,field,"project.task.type,project_ids",0,Projects,项目
project,view,res.company,project.task_company,Projects,项目
project,help,"project.config.settings,module_project_issue",0,"Provides management of issues/bugs in projects.
-This installs the module project_issue.","Provides management of issues/bugs in projects.
-This installs the module project_issue."
project,help,"project.config.settings,module_project_issue_sheet",0,"Provides timesheet support for the issues/bugs management in project.
-This installs the module project_issue_sheet.","Provides timesheet support for the issues/bugs management in project.
-This installs the module project_issue_sheet."
project,code,addons/project/project.py,200,Public project,Public project
project,view,project.project,project.edit_project,Re-open project,重启项目
project,view,project.task.history.cumulative,project.view_task_history_search,Ready,准备好
project,selection,"project.task,kanban_state",0,Ready for next stage,准备好下一个进程
project,selection,"project.task.history,kanban_state",0,Ready for next stage,准备好下一个进程
project,selection,"project.task.history.cumulative,kanban_state",0,Ready for next stage,准备好下一个进程
project,selection,"report.project.task.user,state",0,Ready for next stage,准备好下一个进程
project,field,"project.config.settings,module_project_timesheet",0,Record timesheet lines per tasks,记录每个任务的时间表线
project,help,"project.task.delegate,new_task_description",0,Reinclude the description of the task in the task of the user,包含当前任务的描述
project,view,project.task,project.view_task_form2,Remaining,剩余
project,view,project.task,project.view_task_tree2,Remaining Hours,剩余的小时数
project,field,"project.task,remaining_hours",0,Remaining Hours,剩余的小时数
project,field,"report.project.task.user,remaining_hours",0,Remaining Hours,剩余的小时数
project,view,project.task,project.view_task_kanban,Remaining Time,剩余时间
project,field,"project.task.history,remaining_hours",0,Remaining Time,剩余时间
project,field,"project.task.history.cumulative,remaining_hours",0,Remaining Time,剩余时间
project,view,project.project,project.edit_project,Reset as Project,重设项目
project,field,"project.task.history,user_id",0,Responsible,负责人
project,field,"project.task.history.cumulative,user_id",0,Responsible,负责人
project,field,"project.task,reviewer_id",0,Reviewer,Reviewer
project,field,"report.project.task.user,reviewer_id",0,Reviewer,Reviewer
project,view,project.project,project.view_project_project_filter,Search Project,项目列表
project,field,"project.project,sequence",0,Sequence,序列
project,field,"project.task,sequence",0,Sequence,序列
project,field,"project.task.type,sequence",0,Sequence,序列
project,view,project.project,project.edit_project,Set as Template,设为模板
project,model,"project.task.type,name",project.project_tt_specification,Specification,文档
project,view,project.task,project.view_task_form2,Spent Hours,花费时间
project,view,project.task,project.view_task_tree2,Spent Hours,花费时间
project,view,project.task,project.view_task_search_form,Stage,阶段
project,field,"project.task,stage_id",0,Stage,阶段
project,field,"project.task.history,type_id",0,Stage,阶段
project,view,project.task.history.cumulative,project.view_task_history_search,Stage,阶段
project,field,"project.task.history.cumulative,type_id",0,Stage,阶段
project,view,report.project.task.user,project.view_task_project_user_search,Stage,阶段
project,field,"report.project.task.user,stage_id",0,Stage,阶段
project,model,"mail.message.subtype,name",project.mt_task_stage,Stage Changed,Stage Changed
project,field,"project.task.type,name",0,Stage Name,阶段名称
project,model,"mail.message.subtype,description",project.mt_task_stage,Stage changed,Stage changed
project,model,"ir.actions.act_window,name",project.open_task_type_form,Stages,阶段
