module,type,name,res_id,src,value
procurement_jit_stock,model,"ir.model,name",procurement_jit_stock.model_procurement_order,Procurement,补货
sale_stock,code,addons/sale_stock/sale_stock.py,251,(n/a),(n/a)
sale_stock,field,"sale.config.settings,module_delivery",0,Allow adding shipping costs,允许追加运输成本
sale_stock,help,"sale.config.settings,module_delivery",0,"Allows you to add delivery methods in sales orders and delivery orders.
You can define your own carrier and delivery grids for prices.
-This installs the module delivery.","Allows you to add delivery methods in sales orders and delivery orders.
You can define your own carrier and delivery grids for prices.
-This installs the module delivery."
sale_stock,help,"sale.config.settings,group_route_so_lines",0,Allows you to choose a delivery route on sales order lines,Allows you to choose a delivery route on sales order lines
sale_stock,help,"sale.config.settings,group_mrp_properties",0,Allows you to tag sales order lines with properties.,允许你用 属性来标识销售订单行
sale_stock,view,sale.order,sale_stock.view_order_form_inherit,Cancel Order,取消订单
sale_stock,field,"sale.config.settings,group_route_so_lines",0,"Choose MTO, drop shipping,... on sales order lines","Choose MTO, drop shipping,... on sales order lines"
sale_stock,model,"ir.model,name",sale_stock.model_res_company,Companies,公司
sale_stock,code,addons/sale_stock/sale_stock.py,262,Configuration Error!,Configuration Error!
sale_stock,code,addons/sale_stock/sale_stock.py,345,Configuration Error!,Configuration Error!
sale_stock,model,"ir.actions.act_window,name",sale_stock.res_partner_rule_children,Contact Details,联系人详情
sale_stock,view,sale.config.settings,sale_stock.view_sales_config_sale_stock,Default Options,默认选项
sale_stock,field,"sale.config.settings,default_picking_policy",0,Deliver all at once when all products are available.,当所有商品可用后一次性发运
sale_stock,selection,"sale.order,picking_policy",0,Deliver all products at once,一次性交货
sale_stock,selection,"sale.order,picking_policy",0,Deliver each product when available,可以分批交货
sale_stock,field,"sale.order,shipped",0,Delivered,已送货
sale_stock,model,"ir.actions.act_window,name",sale_stock.outgoing_picking_list_to_invoice,Deliveries to Invoice,交货待开票
sale_stock,model,"ir.ui.menu,name",sale_stock.menu_action_picking_list_to_invoice,Deliveries to Invoice,交货待开票
sale_stock,model,"res.groups,name",sale_stock.group_invoice_deli_orders,Enable Invoicing Delivery orders,允许开发运单
sale_stock,model,"res.groups,name",sale_stock.group_route_so_lines,Enable Route on Sales Order Line,Enable Route on Sales Order Line
sale_stock,field,"sale.config.settings,group_invoice_deli_orders",0,Generate invoices after and based on delivery orders,基于发运单生产发票
sale_stock,view,sale.order,sale_stock.view_order_form_inherit,Ignore Exception,忽略异常
sale_stock,field,"sale.order,incoterm",0,Incoterm,国际贸易术语
sale_stock,help,"sale.order,incoterm",0,International Commercial Terms are a series of predefined commercial terms used in international transactions.,国际商业条款是一系列预定义的用于国际贸易的商业条款。
sale_stock,model,"ir.model,name",sale_stock.model_stock_location_route,Inventory Routes,Inventory Routes
sale_stock,selection,"sale.config.settings,default_order_policy",0,Invoice based on deliveries,根据送货单生成发票
sale_stock,selection,"sale.config.settings,default_order_policy",0,Invoice based on sales orders,基于销售单的发票
sale_stock,help,"sale.config.settings,task_work",0,"Lets you transfer the entries under tasks defined for Project Management to the Timesheet line entries for particular date and particular user  with the effect of creating, editing and deleting either ways and to automatically creates project tasks from procurement lines.
-This installs the modules project_timesheet and sale_service.","Lets you transfer the entries under tasks defined for Project Management to the Timesheet line entries for particular date and particular user  with the effect of creating, editing and deleting either ways and to automatically creates project tasks from procurement lines.
-This installs the modules project_timesheet and sale_service."
sale_stock,help,"res.company,security_lead",0,"Margin of error for dates promised to customers. Products will be scheduled for procurement and delivery that many days earlier than the actual promised date, to cope with unexpected delays in the supply chain.",向客户承诺日期的误差幅度。产品将被比实际承诺的日期提前很多天安排采购和交付，以应对供应链中的意外延误。
sale_stock,code,addons/sale_stock/sale_stock.py,340,Not enough stock ! : ,没足够的库存！： 
sale_stock,field,"sale.order.line,number_packages",0,Number Packages,包装数
sale_stock,code,addons/sale_stock/res_config.py,78,Only administrators can change the settings,Only administrators can change the settings
sale_stock,field,"sale.order.line,product_packaging",0,Packaging,包装
sale_stock,help,"sale.order,picking_policy",0,Pick 'Deliver each product when available' if you allow partial delivery.,如果你允许部分交付， 选择‘每个产品可用时发运’
sale_stock,code,addons/sale_stock/sale_stock.py,260,Picking Information ! : ,装箱信息！： 
sale_stock,model,"ir.model,name",sale_stock.model_stock_picking,Picking List,装箱单
sale_stock,field,"sale.order,picking_ids",0,Picking associated to this sale,Picking associated to this sale
sale_stock,field,"sale.config.settings,task_work",0,Prepare invoices based on task's activities,基于任务的进展准备发票
sale_stock,model,"ir.model,name",sale_stock.model_product_product,Product,产品
sale_stock,field,"sale.order.line,product_tmpl_id",0,Product Template,产品模板
sale_stock,field,"sale.config.settings,group_mrp_properties",0,Product properties on order lines,订单行上面的产品属性
sale_stock,field,"sale.config.settings,module_project_timesheet",0,Project Timesheet,项目时间表
sale_stock,view,sale.order,sale_stock.view_order_form_inherit,Recreate Delivery Order,重建交货单
sale_stock,field,"sale.order.line,route_id",0,Route,路线
sale_stock,field,"stock.picking,sale_id",0,Sale Order,销售订单
sale_stock,view,stock.location.route,sale_stock.stock_location_route_form_view_inherit,Sale Order Lines,销售订单行
sale_stock,field,"sale.config.settings,module_sale_service",0,Sale Service,Sale Service
sale_stock,model,"ir.model,name",sale_stock.model_sale_order,Sales Order,销售订单
sale_stock,model,"ir.model,name",sale_stock.model_sale_order_line,Sales Order Line,销售订单明细
sale_stock,model,"ir.model,name",sale_stock.model_sale_report,Sales Orders Statistics,销售订单统计
sale_stock,help,"sale.config.settings,default_picking_policy",0,Sales order by default will be configured to deliver all products at once instead of delivering each product when it is available. This may have an impact on the shipping price.,销售订单默认被配置为  当每个产品可用后，一次性发运所有的产品。这可能会影响运输价格。
sale_stock,field,"res.company,security_lead",0,Security Days,安全天数
sale_stock,field,"stock.location.route,sale_selectable",0,Selectable on Sales Order Line,Selectable on Sales Order Line
sale_stock,field,"sale.report,shipped",0,Shipped,已送货
sale_stock,field,"sale.report,shipped_qty_1",0,Shipped,已送货
sale_stock,field,"sale.order,picking_policy",0,Shipping Policy,运送方式
sale_stock,model,"ir.model,name",sale_stock.model_stock_move,Stock Move,Stock Move
sale_stock,field,"sale.config.settings,default_order_policy",0,The default invoicing method is,默认的开票方法
sale_stock,view,stock.picking,sale_stock.view_picking_internal_search_inherit,To Invoice,待开票
sale_stock,help,"sale.config.settings,group_invoice_deli_orders",0,To allow your salesman to make invoices for Delivery Orders using the menu 'Deliveries to Invoice'.,允许销售员 使用菜单“按已交付数量开票”  根据发运单开发票
sale_stock,view,sale.order,sale_stock.view_order_form_inherit,View Delivery Order,查看交货单
sale_stock,field,"sale.order,warehouse_id",0,Warehouse,仓库
sale_stock,field,"sale.report,warehouse_id",0,Warehouse,仓库
sale_stock,help,"sale.config.settings,default_order_policy",0,You can generate invoices based on sales orders or based on shippings.,你可以根据销售订单或送货单生成发票。
sale_stock,code,addons/sale_stock/sale_stock.py,336,"You plan to sell %.2f %s but you only have %.2f %s available !
The real stock is %.2f %s. (without reservations)","你计划销售 %.2f %s 但是只要 %.2f %s 是有效的 ！
实际库存有 %.2f %s。 （没有预订）"
sale_stock,code,addons/sale_stock/sale_stock.py,255,"You selected a quantity of %d Units.
But it's not compatible with the selected packaging.
Here is a proposition of quantities according to the packaging:
EAN: %s Quantity: %s Type of ul: %s","你选择了 %d 单位的数量。但它不兼容选定的包装。
这是对应该包装的建议数量：EAN: %s ，  数量: %s， 单位类型: %s"
sale_stock,view,sale.order,sale_stock.view_order_form_inherit,days,天
sale_stock,view,sale.order,sale_stock.view_order_form_inherit,"{""shipping_except"":""red"",""invoice_except"":""red"",""waiting_date"":""blue""}","{""shipping_except"":""red"",""invoice_except"":""red"",""waiting_date"":""blue""}"
stock,help,"stock.picking,state",0,"
                * Draft: not confirmed yet and will not be scheduled until confirmed

                * Waiting Another Operation: waiting for another move to proceed before it becomes automatically available (e.g. in Make-To-Order flows)

                * Waiting Availability: still waiting for the availability of products

                * Partially Available: some products are available and reserved

                * Ready to Transfer: products reserved, simply waiting for confirmation.

                * Transferred: has been processed, can't be modified or cancelled anymore

                * Cancelled: has been cancelled, can't be confirmed anymore","
                * Draft: not confirmed yet and will not be scheduled until confirmed

                * Waiting Another Operation: waiting for another move to proceed before it becomes automatically available (e.g. in Make-To-Order flows)

                * Waiting Availability: still waiting for the availability of products

                * Partially Available: some products are available and reserved

                * Ready to Transfer: products reserved, simply waiting for confirmation.

                * Transferred: has been processed, can't be modified or cancelled anymore

                * Cancelled: has been cancelled, can't be confirmed anymore"
stock,help,"stock.config.settings,module_stock_dropshipping",0,"
Creates the dropship route and add more complex tests-This installs the module stock_dropshipping.","
Creates the dropship route and add more complex tests-This installs the module stock_dropshipping."
stock,code,addons/stock/stock.py,1677, (%s reserved), (%s 保留)
stock,code,addons/stock/stock.py,1680, (reserved), (已保留)
stock,code,addons/stock/stock.py,3131, MTO, MTO
stock,code,addons/stock/product.py,218, On Hand, 在手
stock,code,addons/stock/product.py,368, On Hand, 在手
stock,code,addons/stock/stock.py,3265, Sequence in, Sequence in
stock,code,addons/stock/stock.py,3539, Sequence in, Sequence in
stock,code,addons/stock/stock.py,3269, Sequence internal, Sequence internal
stock,code,addons/stock/stock.py,3543, Sequence internal, Sequence internal
stock,code,addons/stock/stock.py,3266, Sequence out, Sequence out
stock,code,addons/stock/stock.py,3540, Sequence out, Sequence out
stock,code,addons/stock/stock.py,3267, Sequence packing, Sequence packing
stock,code,addons/stock/stock.py,3541, Sequence packing, Sequence packing
stock,code,addons/stock/stock.py,3268, Sequence picking, Sequence picking
stock,code,addons/stock/stock.py,3542, Sequence picking, Sequence picking
stock,field,"stock.inventory,move_ids_exist",0, Stock Move Exists?, 库存移动是否存在？
stock,code,addons/stock/stock.py,2470,%s %s %s has been <b>moved to</b> scrap.,%s %s %s 已被 <b>移动到</b> 报废仓.
stock,code,addons/stock/stock.py,2958,%s: Supply Product from %s,%s: 供应产品来自 %s
stock,code,addons/stock/res_config.py,43,%s: Transit Location,%s: Transit Location
stock,help,"stock.move,state",0,"* New: When the stock move is created and not yet confirmed.
* Waiting Another Move: This state can be seen when a move is waiting for another one, for example in a chained flow.
* Waiting Availability: This state is reached when the procurement resolution is not straight forward. It may need the scheduler to run, a component to me manufactured...
* Available: When products are reserved, it is set to 'Available'.
* Done: When the shipment is processed, the state is 'Done'.","* 新建: 当移库被创建还没被确实时。
* 等待另外的移库: 当需要等待另外一个移库完成时，出现该状态。例如：链式物流。
* 等待可用: 当补货还不能被直接了当地解决时，出现该状态。可能需要等调度程序被运行，有个部件在制造等等...
* 可用: 当产品被保留，状态就被设置为 可用。
* 完成: 当装运处理好，状态就是“完成”。"
stock,help,"stock.location,usage",0,"* Supplier Location: Virtual location representing the source location for products coming from your suppliers
                       
* View: Virtual location used to create a hierarchical structures for your warehouse, aggregating its child locations ; can't directly contain products
                       
* Internal Location: Physical locations inside your own warehouses,
                       
* Customer Location: Virtual location representing the destination location for products sent to your customers
                       
* Inventory: Virtual location serving as counterpart for inventory operations used to correct stock levels (Physical inventories)
                       
* Procurement: Virtual location serving as temporary counterpart for procurement operations when the source (supplier or production) is not known yet. This location should be empty when the procurement scheduler has finished running.
                       
* Production: Virtual counterpart location for production operations: this location consumes the raw material and produces finished products
                       
* Transit Location: Counterpart location that should be used in inter-companies or inter-warehouses operations
                      ","* Supplier Location: Virtual location representing the source location for products coming from your suppliers
                       
* View: Virtual location used to create a hierarchical structures for your warehouse, aggregating its child locations ; can't directly contain products
                       
* Internal Location: Physical locations inside your own warehouses,
                       
* Customer Location: Virtual location representing the destination location for products sent to your customers
                       
* Inventory: Virtual location serving as counterpart for inventory operations used to correct stock levels (Physical inventories)
                       
* Procurement: Virtual location serving as temporary counterpart for procurement operations when the source (supplier or production) is not known yet. This location should be empty when the procurement scheduler has finished running.
                       
* Production: Virtual counterpart location for production operations: this location consumes the raw material and produces finished products
                       
* Transit Location: Counterpart location that should be used in inter-companies or inter-warehouses operations
                      "
stock,code,addons/stock/static/src/xml/picking.xml,260,< Previous,< 上一页
stock,model,"ir.actions.act_window,help",stock.action_routes_form,"<p class=""oe_view_nocontent_create"">
                    Click to add a route.
              </p>
                <p>You can define here the main routes that run through
                    your warehouses and that define the flows of your products. These
                    routes can be assigned to a product, a product category or be fixed
                    on procurement or sales order. </p>
            ","<p class=""oe_view_nocontent_create"">
                    Click to add a route.
              </p>
                <p>You can define here the main routes that run through
                    your warehouses and that define the flows of your products. These
                    routes can be assigned to a product, a product category or be fixed
                    on procurement or sales order. </p>
            "
stock,model,"ir.actions.act_window,help",stock.action_deliver_move,"<p class=""oe_view_nocontent_create"">
                Click to add a delivery order for this product.
              </p><p>
                Here you will find the history of all past deliveries related to
                this product, as well as all the products you must deliver to
                customers.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击新增一个产品的发货单。
              </p><p>
                你在此处会发现该产品相关的所有移动历史，以及所有你需要发货给客户的产品。
              </p>
            "
stock,model,"ir.actions.act_window,help",stock.action_location_form,"<p class=""oe_view_nocontent_create"">
                Click to add a location.
              </p><p>
                Define your locations to reflect your warehouse structure and
                organization. Odoo is able to manage physical locations
                (warehouses, shelves, bin, etc), partner locations (customers,
                suppliers) and virtual locations which are the counterpart of
                the stock operations like the manufacturing orders
                consumptions, inventories, etc.
              </p><p>  
                Every stock operation in Odoo moves the products from one
                location to another one.  For instance, if you receive products
                from a supplier, Odoo will move products from the Supplier
                location to the Stock location. Each report can be performed on
                physical, partner or virtual locations.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add a location.
              </p><p>
                Define your locations to reflect your warehouse structure and
                organization. Odoo is able to manage physical locations
                (warehouses, shelves, bin, etc), partner locations (customers,
                suppliers) and virtual locations which are the counterpart of
                the stock operations like the manufacturing orders
                consumptions, inventories, etc.
              </p><p>  
                Every stock operation in Odoo moves the products from one
                location to another one.  For instance, if you receive products
                from a supplier, Odoo will move products from the Supplier
                location to the Stock location. Each report can be performed on
                physical, partner or virtual locations.
              </p>
            "
stock,model,"ir.actions.act_window,help",stock.action_orderpoint_form,"<p class=""oe_view_nocontent_create"">
                Click to add a reordering rule.
              </p><p>You can define your minimum stock rules, so that Odoo will automatically create draft manufacturing orders or request for quotations according to the stock level. Once the virtual stock of a product (= stock on hand minus all confirmed orders and reservations) is below the minimum quantity, Odoo will generate a procurement request to increase the stock up to the maximum quantity.</p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add a reordering rule.
              </p><p>You can define your minimum stock rules, so that Odoo will automatically create draft manufacturing orders or request for quotations according to the stock level. Once the virtual stock of a product (= stock on hand minus all confirmed orders and reservations) is below the minimum quantity, Odoo will generate a procurement request to increase the stock up to the maximum quantity.</p>
            "
stock,model,"ir.actions.act_window,help",stock.action_production_lot_form,"<p class=""oe_view_nocontent_create"">
                Click to add a serial number.
              </p><p>
                This is the list of all the production lots you recorded. When
                you select a lot, you can get the traceability of the products contained in lot.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to add a serial number.
              </p><p>
                This is the list of all the production lots you recorded. When
                you select a lot, you can get the traceability of the products contained in lot.
              </p>
            "
stock,model,"ir.actions.act_window,help",stock.action_picking_type_form,"<p class=""oe_view_nocontent_create"">
                Click to create a new picking type. 
              </p><p>
                The picking type system allows you to assign each stock
                operation a specific type which will alter its views accordingly.  
                On the picking type you could e.g. specify if packing is needed by default, 
                if it should show the customer.  
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to create a new picking type. 
              </p><p>
                The picking type system allows you to assign each stock
                operation a specific type which will alter its views accordingly.  
                On the picking type you could e.g. specify if packing is needed by default, 
                if it should show the customer.  
              </p>
            "
stock,model,"ir.actions.act_window,help",stock.action_move_form2,"<p class=""oe_view_nocontent_create"">
                Click to create a stock movement.
              </p><p>
                This menu gives you the full traceability of inventory
                operations on a specific product. You can filter on the product
                to see all the past or future movements for the product.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                创建一个库存移动单。
              </p><p>
                此菜单给你在一个特定产品上面的库存操作的完整的可追溯性。
                你能过滤该产品，查看该产品所有已经发生和未发生的移库。
              </p>
            "
stock,model,"ir.actions.act_window,help",stock.action_picking_tree,"<p class=""oe_view_nocontent_create"">
                Click to create a stock operation. 
              </p><p>
                Most operations are prepared automatically by Odoo according
                to your preconfigured logistics rules, but you can also record
                manual stock movements.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                Click to create a stock operation. 
              </p><p>
                Most operations are prepared automatically by Odoo according
                to your preconfigured logistics rules, but you can also record
                manual stock movements.
              </p>
            "
stock,model,"ir.actions.act_window,help",stock.action_warehouse_form,"<p class=""oe_view_nocontent_create"">
                Click to define a new warehouse.
              </p>
            ","<p class=""oe_view_nocontent_create"">
                单击 定义一个新的仓库。
              </p>
            "
