module,type,name,res_id,src,value
hr,field,"hr.employee.category,child_ids",0,Child Categories,子分类
hr,field,"hr.department,child_ids",0,Child Departments,子部门
hr,view,hr.employee,hr.view_employee_form,Citizenship & Other Info,国籍和其他信息
hr,field,"hr.employee,city",0,City,城市
hr,view,hr.employee,hr.view_employee_filter,Coach,师傅
hr,field,"hr.employee,coach_id",0,Coach,师傅
hr,field,"hr.employee,color",0,Color Index,颜色索引
hr,view,hr.department,hr.view_department_tree,Companies,公司
hr,field,"hr.department,company_id",0,Company,公司
hr,view,hr.employee,hr.view_employee_filter,Company,公司
hr,view,hr.job,hr.view_job_filter,Company,公司
hr,field,"hr.job,company_id",0,Company,公司
hr,model,"ir.ui.menu,name",hr.menu_hr_configuration,Configuration,设置
hr,view,hr.config.settings,hr.view_human_resources_configuration,Configure Human Resources,配置人力资源
hr,model,"ir.actions.act_window,name",hr.action_human_resources_configuration,Configure Human Resources,配置人力资源
hr,view,hr.employee,hr.view_employee_form,Contact Information,联系信息
hr,view,hr.config.settings,hr.view_human_resources_configuration,Contracts,合同
hr,model,"ir.actions.act_window,name",hr.view_department_form_installer,Create Your Departments,创建您的部门
hr,field,"hr.config.settings,create_uid",0,Created by,创建者
hr,field,"hr.department,create_uid",0,Created by,创建者
hr,field,"hr.employee,create_uid",0,Created by,创建者
hr,field,"hr.employee.category,create_uid",0,Created by,创建者
hr,field,"hr.job,create_uid",0,Created by,创建者
hr,field,"hr.config.settings,create_date",0,Created on,创建于
hr,field,"hr.department,create_date",0,Created on,创建于
hr,field,"hr.employee,create_date",0,Created on,创建于
hr,field,"hr.employee.category,create_date",0,Created on,创建于
hr,field,"hr.job,create_date",0,Created on,创建于
hr,field,"hr.job,no_of_employee",0,Current Number of Employees,当前员工数量
hr,field,"hr.employee,birthday",0,Date of Birth,出生日期
hr,help,"hr.employee,message_last_post",0,Date of the last message posted on the record.,发布到记录上的最后信息的日期
hr,help,"hr.job,message_last_post",0,Date of the last message posted on the record.,发布到记录上的最后信息的日期
hr,view,hr.department,hr.view_department_filter,Department,部门
hr,view,hr.employee,hr.view_employee_filter,Department,部门
hr,field,"hr.employee,department_id",0,Department,部门
hr,view,hr.job,hr.view_job_filter,Department,部门
hr,field,"hr.job,department_id",0,Department,部门
hr,field,"hr.department,name",0,Department Name,部门名称
hr,view,hr.department,hr.view_department_filter,Departments,部门
hr,model,"ir.actions.act_window,name",hr.open_module_tree_department,Departments,部门
hr,model,"ir.ui.menu,name",hr.menu_hr_department_tree,Departments,部门
hr,field,"res.users,display_employees_suggestions",0,Display Employees Suggestions,显示员工建议
hr,selection,"hr.employee,marital",0,Divorced,离异
hr,field,"hr.config.settings,module_hr_gamification",0,Drive engagement with challenges and badges,用挑战和荣誉来提高业务积极性
hr,view,hr.employee,hr.view_employee_form,Employee,雇员
hr,model,"ir.model,name",hr.model_hr_employee,Employee,雇员
hr,view,hr.employee.category,hr.view_employee_category_form,Employee Category,员工分类
hr,model,"ir.model,name",hr.model_hr_employee_category,Employee Category,员工分类
hr,field,"hr.employee.category,name",0,Employee Tag,员工类型
hr,model,"ir.actions.act_window,name",hr.open_view_categ_form,Employee Tags,员工标签
hr,model,"ir.ui.menu,name",hr.menu_view_employee_category_form,Employee Tags,员工标签
hr,help,"hr.employee,bank_account_id",0,Employee bank salary account,银行支付员工工资的科目
hr,view,hr.employee,hr.view_employee_filter,Employees,员工
hr,view,hr.employee,hr.view_employee_tree,Employees,员工
hr,view,hr.employee,hr.view_partner_tree2,Employees,员工
hr,field,"hr.employee.category,employee_ids",0,Employees,员工
hr,field,"hr.job,employee_ids",0,Employees,员工
hr,model,"ir.actions.act_window,name",hr.hr_employee_normal_action_tree,Employees,员工
hr,model,"ir.actions.act_window,name",hr.open_view_employee_list,Employees,员工
hr,model,"ir.actions.act_window,name",hr.open_view_employee_list_my,Employees,员工
hr,model,"ir.ui.menu,name",hr.menu_open_view_employee_list_my,Employees,员工
hr,view,hr.employee.category,hr.view_employee_category_list,Employees Categories,员工分类
hr,view,hr.employee.category,hr.view_employee_category_tree,Employees Categories,员工分类
hr,model,"ir.actions.act_window,name",hr.open_view_employee_tree,Employees Structure,员工架构
hr,constraint,hr.employee.category,0,Error! You cannot create recursive Categories.,错误！你不能创建循环的分类。
hr,constraint,hr.department,0,Error! You cannot create recursive departments.,错误！你不能创建循环的部门
hr,constraint,hr.employee,0,Error! You cannot create recursive hierarchy of Employee(s).,错误！，你不能创建递归的员工层次
hr,field,"hr.job,no_of_recruitment",0,Expected New Employees,预期的新员工
hr,help,"hr.job,expected_employees",0,Expected number of employees for this job position after new recruitment.,新招聘后此职位上期望的员工人数
hr,selection,"hr.employee,gender",0,Female,女性
hr,code,addons/hr/static/src/xml/suggestions.xml,29,Follow,关注
hr,view,hr.employee,hr.hr_kanban_view_employees,Follow,关注
hr,field,"hr.employee,message_follower_ids",0,Followers,关注者
hr,field,"hr.job,message_follower_ids",0,Followers,关注者
hr,view,hr.employee,hr.hr_kanban_view_employees,Following,正在关注
hr,field,"hr.employee,gender",0,Gender,性别
hr,view,hr.employee,hr.view_employee_filter,Group By,分组于
hr,view,hr.job,hr.view_job_filter,Group By,分组于
hr,view,hr.employee,hr.view_employee_form,HR Settings,人力资源设置
hr,field,"hr.job,no_of_hired_employee",0,Hired Employees,已雇用员工
hr,help,"hr.employee,message_summary",0,"Holds the Chatter summary (number of messages, ...). This summary is directly in html format in order to be inserted in kanban views.",记住交谈者的主要特征（信息的编号，。。。），此主要特征为html格式，以便插入看板视图。
hr,help,"hr.job,message_summary",0,"Holds the Chatter summary (number of messages, ...). This summary is directly in html format in order to be inserted in kanban views.",记住交谈者的主要特征（信息的编号，。。。），此主要特征为html格式，以便插入看板视图。
hr,field,"hr.employee,address_home_id",0,Home Address,家庭地址
hr,model,"ir.ui.menu,name",hr.menu_hr_main,Human Resources,人力资源
hr,model,"ir.ui.menu,name",hr.menu_hr_reporting,Human Resources,人力资源
hr,model,"ir.ui.menu,name",hr.menu_hr_root,Human Resources,人力资源
hr,model,"ir.ui.menu,name",hr.menu_human_resources_configuration,Human Resources,人力资源
hr,view,hr.config.settings,hr.view_human_resources_configuration,Human Resources Management,人力资源管理
hr,field,"hr.config.settings,id",0,ID,ID
hr,field,"hr.department,id",0,ID,ID
hr,field,"hr.employee,id",0,ID,ID
hr,field,"hr.employee.category,id",0,ID,ID
hr,field,"hr.job,id",0,ID,ID
hr,field,"hr.employee,identification_id",0,Identification No,身份证号
hr,help,"hr.employee,message_unread",0,If checked new messages require your attention.,查看是否有需要留意的新信息。
hr,help,"hr.job,message_unread",0,If checked new messages require your attention.,查看是否有需要留意的新信息。
hr,view,hr.job,hr.view_job_filter,In Position,在职
hr,view,hr.job,hr.view_job_filter,In Recruitment,正在招聘
hr,field,"hr.config.settings,module_hr_attendance",0,Install attendances feature,安装 出勤率特性
hr,view,hr.config.settings,hr.view_human_resources_configuration,Install your country's payroll,安装你所在国家的工资表
hr,field,"hr.employee,message_is_follower",0,Is a Follower,是一个关注者
hr,field,"hr.job,message_is_follower",0,Is a Follower,是一个关注者
hr,view,hr.employee,hr.view_employee_filter,Job,工作
hr,view,hr.job,hr.view_hr_job_form,Job,工作
hr,view,hr.job,hr.view_hr_job_tree,Job,工作
hr,view,hr.job,hr.view_job_filter,Job,工作
hr,field,"hr.job,description",0,Job Description,职务描述
hr,field,"hr.job,name",0,Job Name,职务名称
hr,model,"ir.model,name",hr.model_hr_job,Job Position,工作岗位
hr,model,"ir.actions.act_window,name",hr.action_hr_job,Job Positions,职位
hr,model,"ir.ui.menu,name",hr.menu_hr_job_position,Job Positions,职位
hr,field,"hr.employee,job_id",0,Job Title,职位
hr,field,"hr.department,jobs_ids",0,Jobs,工作
hr,view,hr.job,hr.view_job_filter,Jobs,工作
hr,field,"hr.employee,message_last_post",0,Last Message Date,最后信息日期
hr,field,"hr.job,message_last_post",0,Last Message Date,最后信息日期
hr,field,"hr.config.settings,write_uid",0,Last Updated by,最后更新
hr,field,"hr.department,write_uid",0,Last Updated by,最后更新
hr,field,"hr.employee,write_uid",0,Last Updated by,最后更新
hr,field,"hr.employee.category,write_uid",0,Last Updated by,最后更新
hr,field,"hr.job,write_uid",0,Last Updated by,最后更新
hr,field,"hr.config.settings,write_date",0,Last Updated on,最后更新
hr,field,"hr.department,write_date",0,Last Updated on,最后更新
hr,field,"hr.employee,write_date",0,Last Updated on,最后更新
hr,field,"hr.employee.category,write_date",0,Last Updated on,最后更新
hr,field,"hr.employee,last_login",0,Latest Connection,最近连接时间
hr,view,hr.job,hr.view_hr_job_form,Launch Recruitment,Launch Recruitment
hr,model,"ir.ui.menu,name",hr.menu_open_view_attendance_reason_config,Leaves,准假
hr,field,"hr.employee,login",0,Login,用户名
hr,selection,"hr.employee,gender",0,Male,男性
hr,field,"hr.config.settings,module_hr_expense",0,Manage employees expenses,管理员工的费用
hr,field,"hr.config.settings,module_hr_holidays",0,"Manage holidays, leaves and allocation requests",管理假期、请假和分配请求
hr,field,"hr.config.settings,module_hr_payroll",0,Manage payroll,管理工资单
hr,field,"hr.config.settings,module_hr_recruitment",0,Manage the recruitment process,管理招聘流程
hr,field,"hr.config.settings,module_hr_timesheet",0,Manage timesheets,管理计工单
hr,field,"hr.department,manager_id",0,Manager,经理
hr,view,hr.employee,hr.view_employee_filter,Manager,经理
hr,field,"hr.employee,parent_id",0,Manager,经理
hr,field,"hr.employee,marital",0,Marital Status,婚姻状况
hr,selection,"hr.employee,marital",0,Married,已婚
hr,field,"hr.employee,image_medium",0,Medium-sized photo,中等尺寸图片
hr,help,"hr.employee,image_medium",0,"Medium-sized photo of the employee. It is automatically resized as a 128x128px image, with aspect ratio preserved. Use this field in form views or some kanban views.",员工的中等尺寸照片。保留纵横比例，自动缩放为128x128px的图片。这个字段用在表单视图和某些看板视图。
hr,field,"hr.department,member_ids",0,Members,所有成员
hr,field,"hr.employee,message_ids",0,Messages,消息
hr,field,"hr.job,message_ids",0,Messages,消息
hr,help,"hr.employee,message_ids",0,Messages and communication history,消息和通信历史
hr,help,"hr.job,message_ids",0,Messages and communication history,消息和通信历史
hr,field,"hr.department,complete_name",0,Name,名称
hr,field,"hr.employee,name_related",0,Name,名称
hr,field,"hr.employee.category,complete_name",0,Name,名称
hr,field,"hr.employee,country_id",0,Nationality,国籍
hr,field,"hr.department,note",0,Note,备注
hr,field,"hr.employee,notes",0,Notes,备注
hr,help,"hr.job,no_of_employee",0,Number of employees currently occupying this job position.,此职位现有的员工人数
hr,sql_constraint,hr.job,0,Number of hired employee must be less than expected number of employee in recruitment.,雇佣员工数量必须小于招聘预期数量。
hr,help,"hr.job,no_of_hired_employee",0,Number of hired employees for this job position during recruitment phase.,Number of hired employees for this job position during recruitment phase.
hr,help,"hr.job,no_of_recruitment",0,Number of new employees you expect to recruit.,您计划招聘的新员工数。
hr,field,"hr.employee,work_location",0,Office Location,办公地点
hr,model,"ir.actions.client,name",hr.action_client_hr_menu,Open HR Menu,打开 人力资源 菜单
hr,field,"hr.config.settings,module_hr_evaluation",0,Organize employees periodic evaluation,组织员工定期评估
hr,field,"hr.employee,otherid",0,Other Id,其它证件号
hr,view,hr.employee,hr.view_employee_form,Other Information ...,其它信息...
hr,field,"hr.department,parent_id",0,Parent Department,上级部门
hr,field,"hr.employee.category,parent_id",0,Parent Employee Tag,上级员工分类
hr,field,"hr.employee,passport_id",0,Passport No,护照号
hr,model,"ir.actions.act_window,name",hr.open_payroll_modules,Payroll,薪酬
hr,view,hr.employee,hr.view_employee_form,Personal Information,个人信息
hr,field,"hr.employee,image",0,Photo,相片
hr,view,hr.employee,hr.view_employee_form,Position,职位
hr,view,hr.employee,hr.view_employee_form,Public Information,公开信息
hr,field,"hr.config.settings,module_hr_contract",0,Record contracts per employee,记录每个员工的合同
hr,selection,"hr.job,state",0,Recruitment Closed,招聘已结束
hr,selection,"hr.job,state",0,Recruitment in Progress,正在招聘
hr,view,hr.employee,hr.view_employee_form,Related User,相关用户
hr,field,"res.users,employee_ids",0,Related employees,相关的员工
hr,model,"ir.ui.menu,name",hr.menu_hr_reporting_timesheet,Reports,报表
hr,field,"hr.job,requirements",0,Requirements,必备条件
hr,field,"hr.employee,resource_id",0,Resource,资源
hr,field,"hr.employee,sinid",0,SIN No,社会保险号SIN
hr,field,"hr.employee,ssnid",0,SSN No,社会保险号SSN
hr,selection,"hr.employee,marital",0,Single,单身
hr,field,"hr.employee,image_small",0,Small-sized photo,小尺寸照片
hr,help,"hr.employee,image_small",0,"Small-sized photo of the employee. It is automatically resized as a 64x64px image, with aspect ratio preserved. Use this field anywhere a small image is required.",小尺寸的员工照片。保留纵横比，自动缩放为64x64px。用在任何需要小图片的场合
hr,help,"hr.employee,sinid",0,Social Insurance Number,社会保险号
hr,help,"hr.employee,ssnid",0,Social Security Number,社会保险号
hr,view,hr.employee,hr.view_employee_form,Status,状态
hr,view,hr.job,hr.view_job_filter,Status,状态
hr,field,"hr.job,state",0,Status,状态
hr,view,hr.job,hr.view_hr_job_form,Stop Recruitment,停止招聘
hr,model,"ir.actions.act_window,name",hr.action2,Subordinate Hierarchy,隶属结构
hr,field,"hr.employee,child_ids",0,Subordinates,下属
hr,code,addons/hr/static/src/xml/suggestions.xml,15,Suggested Employees,推荐员工
hr,field,"hr.employee,message_summary",0,Summary,摘要
hr,field,"hr.job,message_summary",0,Summary,摘要
hr,field,"hr.employee,category_ids",0,Tags,标签
hr,view,hr.config.settings,hr.view_human_resources_configuration,Talent Management,人才管理
hr,sql_constraint,hr.job,0,The name of the job position must be unique per department in company!,The name of the job position must be unique per department in company!
hr,help,"hr.employee,image",0,"This field holds the image used as photo for the employee, limited to 1024x1024px.",这个字段保存员工的照片，限制为 1024x1024px
hr,help,"hr.config.settings,module_account_analytic_analysis",0,"This installs the module account_analytic_analysis, which will install sales management too.","为此要安装模块 account_analytic_analysis, 也将安装销售管理"
hr,help,"hr.config.settings,module_hr_attendance",0,This installs the module hr_attendance.,为此要安装模块 hr_attendance.
hr,help,"hr.config.settings,module_hr_contract",0,This installs the module hr_contract.,为此要安装模块hr_contract.
hr,help,"hr.config.settings,module_hr_evaluation",0,This installs the module hr_evaluation.,为此要安装模块 hr_evaluation.
hr,help,"hr.config.settings,module_hr_expense",0,This installs the module hr_expense.,为此要安装模块hr_expense.
hr,help,"hr.config.settings,module_hr_gamification",0,This installs the module hr_gamification.,This installs the module hr_gamification.
hr,help,"hr.config.settings,module_hr_holidays",0,This installs the module hr_holidays.,为此要安装模块 hr_holidays.
hr,help,"hr.config.settings,module_hr_payroll",0,This installs the module hr_payroll.,为此要安装模块 hr_payroll.
hr,help,"hr.config.settings,module_hr_recruitment",0,This installs the module hr_recruitment.,为此要安装模块hr_recruitment.
hr,help,"hr.config.settings,module_hr_timesheet",0,This installs the module hr_timesheet.,为此要安装模块hr_timesheet.
hr,help,"hr.config.settings,module_hr_timesheet_sheet",0,This installs the module hr_timesheet_sheet.,为此要安装模块hr_timesheet_sheet.
hr,view,hr.config.settings,hr.view_human_resources_configuration,Time Tracking,考勤跟踪
hr,field,"hr.job,expected_employees",0,Total Forecasted Employees,预计员工数合计
hr,view,hr.employee,hr.hr_kanban_view_employees,Unfollow,取消关注
hr,field,"hr.employee,message_unread",0,Unread Messages,未读消息
hr,field,"hr.job,message_unread",0,Unread Messages,未读消息
hr,field,"hr.job,write_date",0,Update Date,更新日期
hr,model,"ir.model,name",hr.model_res_users,Users,人员
hr,code,addons/hr/hr.py,273,Welcome to %s! Please help him/her take the first steps with Odoo!,Welcome to %s! Please help him/her take the first steps with Odoo!
hr,selection,"hr.employee,marital",0,Widower,配偶已去世
hr,field,"hr.employee,work_email",0,Work Email,工作Email
hr,field,"hr.employee,mobile_phone",0,Work Mobile,办公手机
hr,field,"hr.employee,work_phone",0,Work Phone,办公电话
hr,field,"hr.employee,address_id",0,Working Address,工作地址
hr,view,hr.department,hr.view_department_form,department,部门
hr,view,hr.employee,hr.view_employee_form,e.g. Part Time,例如： 部分时间
hr,view,hr.job,hr.view_hr_job_form,new employee(s) expected,new employee(s) expected
hr,view,hr.job,hr.view_hr_job_form,no_of_recruitment,no_of_recruitment
hr,view,hr.config.settings,hr.view_human_resources_configuration,or,或
hr_applicant_document,model,"ir.actions.act_window,help",hr_applicant_document.hr_applicant_resumes,"<p>
             Search through resumes and motivation letters.
            </p>
            ","<p>
             Search through resumes and motivation letters.
            </p>
            "
hr_applicant_document,model,"ir.model,name",hr_applicant_document.model_hr_applicant,Applicant,申请人
hr_applicant_document,field,"hr.applicant,index_content",0,Index Content,Index Content
hr_applicant_document,view,hr.applicant,hr_applicant_document.view_crm_case_jobs_filter_inherit,Resume Content,Resume Content
hr_applicant_document,model,"ir.actions.act_window,name",hr_applicant_document.hr_applicant_resumes,Resumes and Letters,Resumes and Letters
hr_applicant_document,model,"ir.ui.menu,name",hr_applicant_document.menu_crm_case_categ0_act_job02,Resumes and Letters,Resumes and Letters
hr_attendance,view,website,hr_attendance.report_attendanceerrors,(*) A negative delay means that the employee worked more than encoded.,(*)负数延期表示员工的工作时间超过记录的时间
hr_attendance,view,website,hr_attendance.report_attendanceerrors,(*) A positive delay means that the employee worked less than recorded.,(*)正数表示员工工作时间小于记录的时间
hr_attendance,selection,"hr.employee,state",0,Absent,缺勤
hr_attendance,field,"hr.attendance,action",0,Action,动作
hr_attendance,selection,"hr.attendance,action",0,Action,动作
hr_attendance,field,"hr.attendance,action_desc",0,Action Reason,动作原因
hr_attendance,model,"ir.model,name",hr_attendance.model_hr_action_reason,Action Reason,动作原因
hr_attendance,field,"hr.action.reason,action_type",0,Action Type,动作类型
hr_attendance,help,"hr.config.settings,group_hr_attendance",0,Allocates attendance group to all users.,分配出席组给全体用户
hr_attendance,view,hr.attendance.error,hr_attendance.view_hr_attendance_error,Analysis Information,分析信息
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_filter,Attendance,考勤
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_graph,Attendance,考勤
hr_attendance,field,"hr.employee,state",0,Attendance,考勤
hr_attendance,model,"ir.model,name",hr_attendance.model_hr_attendance,Attendance,考勤
hr_attendance,field,"hr.employee,attendance_access",0,Attendance Access,查看 出席人数
hr_attendance,model,"ir.actions.act_window,name",hr_attendance.action_hr_attendance_graph,Attendance Analysis,Attendance Analysis
hr_attendance,model,"ir.ui.menu,name",hr_attendance.menu_hr_attendance_graph,Attendance Analysis,Attendance Analysis
hr_attendance,model,"ir.actions.act_window,name",hr_attendance.action_hr_attendance_error,Attendance Error Report,考勤错误报表
hr_attendance,model,"ir.actions.report.xml,name",hr_attendance.action_report_hrattendanceerror,Attendance Error Report,考勤错误报表
hr_attendance,view,website,hr_attendance.report_attendanceerrors,Attendance Errors:,Attendance Errors:
hr_attendance,model,"ir.actions.act_window,name",hr_attendance.open_view_attendance_reason,Attendance Reasons,考勤的原因
hr_attendance,model,"ir.ui.menu,name",hr_attendance.menu_open_view_attendance_reason,Attendance Reasons,考勤的原因
hr_attendance,view,hr.action.reason,hr_attendance.view_attendance_reason,Attendance reasons,考勤的原因
hr_attendance,model,"ir.actions.act_window,name",hr_attendance.open_view_attendance,Attendances,考勤管理
hr_attendance,model,"ir.ui.menu,name",hr_attendance.menu_hr_attendance,Attendances,考勤管理
hr_attendance,model,"ir.ui.menu,name",hr_attendance.menu_open_view_attendance,Attendances,考勤管理
hr_attendance,view,hr.attendance.error,hr_attendance.view_hr_attendance_error,"Bellow this delay, the error is considered to be voluntary","Bellow这种推延, 这错误被认为是自愿的"
hr_attendance,view,hr.attendance.error,hr_attendance.view_hr_attendance_error,Cancel,取消
hr_attendance,code,addons/hr_attendance/static/src/js/attendance.js,35,Click to Sign In at %s.,单击登录在 %s.
hr_attendance,field,"hr.action.reason,create_uid",0,Created by,创建者
hr_attendance,field,"hr.attendance,create_uid",0,Created by,创建者
hr_attendance,field,"hr.attendance.error,create_uid",0,Created by,创建者
hr_attendance,field,"hr.action.reason,create_date",0,Created on,创建于
hr_attendance,field,"hr.attendance,create_date",0,Created on,创建于
hr_attendance,field,"hr.attendance.error,create_date",0,Created on,创建于
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_filter,Current Month,Current Month
hr_attendance,field,"hr.attendance,name",0,Date,日期
hr_attendance,view,website,hr_attendance.report_attendanceerrors,Date Recorded,记录的日期
hr_attendance,view,website,hr_attendance.report_attendanceerrors,Date Signed,签到日期
hr_attendance,view,hr.action.reason,hr_attendance.edit_attendance_reason,Define attendance reason,定义考勤的原因
hr_attendance,view,website,hr_attendance.report_attendanceerrors,Delay,延期
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_filter,Employee,雇员
hr_attendance,field,"hr.attendance,employee_id",0,Employee,雇员
hr_attendance,model,"ir.model,name",hr_attendance.model_hr_employee,Employee,雇员
hr_attendance,view,hr.attendance,hr_attendance.view_attendance_form,Employee attendances,员工考勤
hr_attendance,view,hr.attendance,hr_attendance.view_attendance_tree,Employee attendances,员工考勤
hr_attendance,view,hr.attendance,hr_attendance.view_attendance_who,Employee attendances,员工考勤
hr_attendance,field,"hr.attendance.error,end_date",0,Ending Date,结束日期
hr_attendance,constraint,hr.attendance,0,Error ! Sign in (resp. Sign out) must follow Sign out (resp. Sign in),错误！签入（或签出）动作必须在签出（或签入）动作之后。
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_filter,Group By,分组于
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_filter,Hr Attendance Search,人力资源考勤搜索
hr_attendance,field,"hr.action.reason,id",0,ID,ID
hr_attendance,field,"hr.attendance,id",0,ID,ID
hr_attendance,field,"hr.attendance.error,id",0,ID,ID
hr_attendance,field,"report.hr_attendance.report_attendanceerrors,id",0,ID,ID
hr_attendance,field,"hr.employee,last_sign",0,Last Sign,上次签到
hr_attendance,field,"hr.action.reason,write_uid",0,Last Updated by,最后更新
hr_attendance,field,"hr.attendance,write_uid",0,Last Updated by,最后更新
hr_attendance,field,"hr.attendance.error,write_uid",0,Last Updated by,最后更新
hr_attendance,field,"hr.action.reason,write_date",0,Last Updated on,最后更新
hr_attendance,field,"hr.attendance,write_date",0,Last Updated on,最后更新
hr_attendance,field,"hr.attendance.error,write_date",0,Last Updated on,最后更新
hr_attendance,code,addons/hr_attendance/static/src/js/attendance.js,33,"Last sign in: %s,<br />%s.<br />Click to sign out.","上次签入时间是：%s,<br />%s.<br />，单击此处签出。"
hr_attendance,field,"hr.attendance.error,max_delay",0,Max. Delay (Min),Max. Delay (Min)
hr_attendance,view,website,hr_attendance.report_attendanceerrors,Min Delay,最小延迟
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_filter,Month,月
hr_attendance,view,hr.attendance,hr_attendance.view_hr_attendance_filter,My Attendance,我的签到记录
hr_attendance,code,addons/hr_attendance/wizard/hr_attendance_error.py,50,No Data Available!,No Data Available!
hr_attendance,code,addons/hr_attendance/wizard/hr_attendance_error.py,50,No records are found for your selection!,你搜索的结果为空！
hr_attendance,view,website,hr_attendance.report_attendanceerrors,Operation,作业
hr_attendance,selection,"hr.employee,state",0,Present,出席
hr_attendance,view,hr.attendance.error,hr_attendance.view_hr_attendance_error,Print,打印
hr_attendance,view,hr.attendance.error,hr_attendance.view_hr_attendance_error,Print Attendance Report Error,打印考勤报表错误
hr_attendance,model,"ir.model,name",hr_attendance.model_hr_attendance_error,Print Error Attendance Report,打印错误考勤报表
hr_attendance,field,"hr.action.reason,name",0,Reason,原因
hr_attendance,code,addons/hr_attendance/hr_attendance.py,172,Sign In,签入
hr_attendance,selection,"hr.attendance,action",0,Sign In,签入
hr_attendance,view,hr.employee,hr_attendance.hr_attendance_employee,Sign In,签入
hr_attendance,code,addons/hr_attendance/hr_attendance.py,172,Sign Out,签出
hr_attendance,selection,"hr.attendance,action",0,Sign Out,签出
hr_attendance,view,hr.employee,hr_attendance.hr_attendance_employee,Sign Out,签出
hr_attendance,selection,"hr.action.reason,action_type",0,Sign in,签入
hr_attendance,selection,"hr.action.reason,action_type",0,Sign out,签出
hr_attendance,help,"hr.attendance,action_desc",0,Specifies the reason for Signing In/Signing Out in case of extra hours.,为额外时间的签入/签出指定原因
hr_attendance,help,"hr.action.reason,name",0,Specifies the reason for Signing In/Signing Out.,签入/签出的具体原因
hr_attendance,field,"hr.attendance.error,init_date",0,Starting Date,开始日期
hr_attendance,model,"ir.actions.act_window,help",hr_attendance.open_view_attendance,The Time Tracking functionality aims to manage employee attendances from Sign in/Sign out actions. You can also link this feature to an attendance device using Odoo's web service features.,The Time Tracking functionality aims to manage employee attendances from Sign in/Sign out actions. You can also link this feature to an attendance device using Odoo's web service features.
